Branch: הריט, Total Time: 1, Total orders: 1, Average Time: 1
Branch: אבס רפכ, Total Time: 6, Total orders: 1, Average Time: 6
Branch: תג תירק, Total Time: 45, Total orders: 3, Average Time: 15
Branch: רורסיבא - עבש ראב, Total Time: 13, Total orders: 1, Average Time: 13
Branch: תוינ - םילשורי, Total Time: 58, Total orders: 5, Average Time: 11.6
Branch: תיזכרמ הנחת - םילשורי, Total Time: 23, Total orders: 1, Average Time: 23
Branch: וכע, Total Time: 25, Total orders: 2, Average Time: 12.5
Branch: תרצנ, Total Time: 8, Total orders: 1, Average Time: 8
Branch: טהר, Total Time: 64, Total orders: 4, Average Time: 16
Branch: הנוי רפכ, Total Time: 34, Total orders: 3, Average Time: 11.333333333333334
Branch: הניפ שאר, Total Time: 34, Total orders: 2, Average Time: 17
Branch: הנויצ סנ, Total Time: 22, Total orders: 2, Average Time: 11
Branch: תולעמ, Total Time: 24, Total orders: 2, Average Time: 12
Branch: תומר - םילשורי, Total Time: 66, Total orders: 4, Average Time: 16.5
Branch: ריעה זכרמ - הינתנ, Total Time: 72, Total orders: 5, Average Time: 14.4
Branch: תורדש, Total Time: 56, Total orders: 4, Average Time: 14
Branch: רורסיבא - עבש ראב, Total Time: 35, Total orders: 2, Average Time: 17.5
Branch: תובשומה םא - הווקת חתפ, Total Time: 56, Total orders: 4, Average Time: 14
Branch: הירהנ, Total Time: 42, Total orders: 2, Average Time: 21
Branch: ישי תמר, Total Time: 45, Total orders: 4, Average Time: 11.25
Branch: לדגמ, Total Time: 32, Total orders: 2, Average Time: 16
Branch: תרצנ, Total Time: 14, Total orders: 2, Average Time: 7
Branch: לאימרכ, Total Time: 14, Total orders: 2, Average Time: 7
Branch: תג תירק, Total Time: 55, Total orders: 4, Average Time: 13.75
Branch: תרצנ, Total Time: 27, Total orders: 3, Average Time: 9
Branch: דוהי, Total Time: 41, Total orders: 3, Average Time: 13.666666666666666
Branch: םימודא הלעמ, Total Time: 52, Total orders: 3, Average Time: 17.333333333333332
Branch: בקעי ןורכז, Total Time: 38, Total orders: 3, Average Time: 12.666666666666666
Branch: טהר, Total Time: 72, Total orders: 5, Average Time: 14.4
Branch: םחאפ לא םוא, Total Time: 61, Total orders: 4, Average Time: 15.25
Branch: ביבא תמר - ביבא לת, Total Time: 36, Total orders: 2, Average Time: 18
Branch: הנח סדרפ, Total Time: 17, Total orders: 1, Average Time: 17
Branch: קרב ינב, Total Time: 49, Total orders: 4, Average Time: 12.25
Branch: תרצנ, Total Time: 44, Total orders: 4, Average Time: 11
Branch: הנומש - תירק, Total Time: 26, Total orders: 1, Average Time: 26
Branch: םהוש, Total Time: 36, Total orders: 3, Average Time: 12
Branch: דול הלמר, Total Time: 26, Total orders: 1, Average Time: 26
Branch: דוהי, Total Time: 48, Total orders: 4, Average Time: 12
Branch: למרכ לא תילד, Total Time: 34, Total orders: 2, Average Time: 17
Branch: םחאפ לא םוא, Total Time: 80, Total orders: 5, Average Time: 16
Branch: דול הלמר, Total Time: 35, Total orders: 2, Average Time: 17.5
Branch: ברעמ - ןויצל ןושאר, Total Time: 33, Total orders: 2, Average Time: 16.5
Branch: תוביטנ, Total Time: 52, Total orders: 4, Average Time: 13
Branch: ןולקשא, Total Time: 43, Total orders: 2, Average Time: 21.5
Branch: ללה תיב - םילשורי, Total Time: 41, Total orders: 3, Average Time: 13.666666666666666
Branch: םודא ןוינק - תליא, Total Time: 68, Total orders: 5, Average Time: 13.6
Branch: םי תב, Total Time: 33, Total orders: 3, Average Time: 11
Branch: הנוי רפכ, Total Time: 29, Total orders: 3, Average Time: 9.666666666666666
Branch: ןורשה תמר, Total Time: 26, Total orders: 2, Average Time: 13
Branch: ןיקצומ תירק, Total Time: 44, Total orders: 4, Average Time: 11
Branch: תוינ - םילשורי, Total Time: 85, Total orders: 6, Average Time: 14.166666666666666
Branch: סרפסקא - לאימרכ, Total Time: 107, Total orders: 7, Average Time: 15.285714285714286
Branch: ןיעידומ, Total Time: 19, Total orders: 2, Average Time: 9.5
Branch: תוינ - םילשורי, Total Time: 108, Total orders: 7, Average Time: 15.428571428571429
Branch: םיאנומשח - ביבא לת, Total Time: 21, Total orders: 1, Average Time: 21
Branch: ןיקצומ תירק, Total Time: 56, Total orders: 5, Average Time: 11.2
Branch: וכע, Total Time: 33, Total orders: 3, Average Time: 11
Branch: לבוי תירק - םילשורי, Total Time: 16, Total orders: 2, Average Time: 8
Branch: באז תגספ - םילשורי, Total Time: 26, Total orders: 2, Average Time: 13
Branch: תרצנ, Total Time: 62, Total orders: 5, Average Time: 12.4
Branch: הירבט, Total Time: 49, Total orders: 4, Average Time: 12.25
Branch: הנח סדרפ, Total Time: 38, Total orders: 2, Average Time: 19
Branch: לדגמ, Total Time: 54, Total orders: 3, Average Time: 18
Branch: הנח סדרפ, Total Time: 61, Total orders: 3, Average Time: 20.333333333333332
Branch: וכע, Total Time: 44, Total orders: 4, Average Time: 11
Branch: רורסיבא - עבש ראב, Total Time: 51, Total orders: 3, Average Time: 17
Branch: הירהנ, Total Time: 50, Total orders: 3, Average Time: 16.666666666666668
Branch: םודא ןוינק - תליא, Total Time: 86, Total orders: 6, Average Time: 14.333333333333334
Branch: ףיעסי רפכ, Total Time: 33, Total orders: 3, Average Time: 11
Branch: םינג - רפכ הווקת חתפ, Total Time: 22, Total orders: 3, Average Time: 7.333333333333333
Branch: םיאנומשח - ביבא לת, Total Time: 50, Total orders: 2, Average Time: 25
Branch: הבייט, Total Time: 32, Total orders: 2, Average Time: 16
Branch: ריעה זכרמ - הינתנ, Total Time: 92, Total orders: 6, Average Time: 15.333333333333334
Branch: ןוינכט - הפיח, Total Time: 73, Total orders: 5, Average Time: 14.6
Branch: ןולקשא, Total Time: 62, Total orders: 3, Average Time: 20.666666666666668
Branch: אבס רפכ, Total Time: 15, Total orders: 2, Average Time: 7.5
Branch: םענקי, Total Time: 38, Total orders: 2, Average Time: 19
Branch: הרמס םיחאה ןוינק - םערפש, Total Time: 29, Total orders: 2, Average Time: 14.5
Branch: שמש תיב, Total Time: 26, Total orders: 3, Average Time: 8.666666666666666
Branch: ןורשה דוה, Total Time: 24, Total orders: 2, Average Time: 12
Branch: הוונ םורמ - ןג תמר, Total Time: 20, Total orders: 1, Average Time: 20
Branch: םי תב, Total Time: 50, Total orders: 4, Average Time: 12.5
Branch: תינמרג הבשומ - הפיח, Total Time: 53, Total orders: 2, Average Time: 26.5
Branch: קילאיב ןוינק - ןג תמר, Total Time: 17, Total orders: 1, Average Time: 17
Branch: והילא די - ביבא לת, Total Time: 15, Total orders: 2, Average Time: 7.5
Branch: ישי תמר, Total Time: 70, Total orders: 5, Average Time: 14
Branch: תיזכרמ הנחת - םילשורי, Total Time: 40, Total orders: 2, Average Time: 20
Branch: רורסיבא - עבש ראב, Total Time: 78, Total orders: 4, Average Time: 19.5
Branch: תוינ - םילשורי, Total Time: 138, Total orders: 8, Average Time: 17.25
Branch: ןיקריס - הווקת חתפ, Total Time: 94, Total orders: 6, Average Time: 15.666666666666666
Branch: ףיעסי רפכ, Total Time: 44, Total orders: 4, Average Time: 11
Branch: ררמ רפכ, Total Time: 34, Total orders: 2, Average Time: 17
Branch: ןאש תיב, Total Time: 48, Total orders: 4, Average Time: 12
Branch: הייברג לא הקאב, Total Time: 42, Total orders: 3, Average Time: 14
Branch: לבוי תירק - םילשורי, Total Time: 28, Total orders: 3, Average Time: 9.333333333333334
Branch: דודשא, Total Time: 10, Total orders: 1, Average Time: 10
Branch: ףיעסי רפכ, Total Time: 67, Total orders: 5, Average Time: 13.4
Branch: הרמס םיחאה ןוינק - םערפש, Total Time: 35, Total orders: 3, Average Time: 11.666666666666666
Branch: תולעמ, Total Time: 51, Total orders: 3, Average Time: 17
Branch: דוהי, Total Time: 56, Total orders: 5, Average Time: 11.2
Branch: לבוי תירק - םילשורי, Total Time: 37, Total orders: 4, Average Time: 9.25
Branch: תורדש, Total Time: 69, Total orders: 5, Average Time: 13.8
Branch: באז תגספ - םילשורי, Total Time: 35, Total orders: 3, Average Time: 11.666666666666666
Branch: אביקע רוא, Total Time: 30, Total orders: 2, Average Time: 15
Branch: והילא די - ביבא לת, Total Time: 22, Total orders: 3, Average Time: 7.333333333333333
Branch: תינמרג הבשומ - הפיח, Total Time: 83, Total orders: 3, Average Time: 27.666666666666668
Branch: םייתעבג, Total Time: 47, Total orders: 3, Average Time: 15.666666666666666
Branch: והילא די - ביבא לת, Total Time: 35, Total orders: 3, Average Time: 11.666666666666666
Branch: אתא תירק, Total Time: 22, Total orders: 3, Average Time: 7.333333333333333
Branch: םירה- תלייא, Total Time: 61, Total orders: 3, Average Time: 20.333333333333332
Branch: ןיקצומ תירק, Total Time: 70, Total orders: 5, Average Time: 14
Branch: הירהנ, Total Time: 72, Total orders: 4, Average Time: 18
Branch: ןוינכט - הפיח, Total Time: 96, Total orders: 6, Average Time: 16
Branch: לבוי תירק - םילשורי, Total Time: 42, Total orders: 4, Average Time: 10.5
Branch: אתא תירק, Total Time: 19, Total orders: 3, Average Time: 6.333333333333333
Branch: הנח סדרפ, Total Time: 74, Total orders: 4, Average Time: 18.5
Branch: לאימרכ, Total Time: 37, Total orders: 3, Average Time: 12.333333333333334
Branch: סרפסקא - לאימרכ, Total Time: 119, Total orders: 8, Average Time: 14.875
Branch: תלייט - תליא, Total Time: 83, Total orders: 5, Average Time: 16.6
Branch: םודא ןוינק - תליא, Total Time: 100, Total orders: 7, Average Time: 14.285714285714286
Branch: הנבי, Total Time: 41, Total orders: 2, Average Time: 20.5
Branch: ןורשה דוה, Total Time: 32, Total orders: 3, Average Time: 10.666666666666666
Branch: אביקע רוא, Total Time: 32, Total orders: 2, Average Time: 16
Branch: הרדג, Total Time: 32, Total orders: 2, Average Time: 16
Branch: טפעוש - םילשורי, Total Time: 37, Total orders: 2, Average Time: 18.5
Branch: באז תגספ - םילשורי, Total Time: 53, Total orders: 3, Average Time: 17.666666666666668
Branch: אתא תירק, Total Time: 42, Total orders: 3, Average Time: 14
Branch: ןומר הפצמ, Total Time: 51, Total orders: 3, Average Time: 17
Branch: רורד ינב, Total Time: 46, Total orders: 3, Average Time: 15.333333333333334
Branch: ןיקריס - הווקת חתפ, Total Time: 126, Total orders: 7, Average Time: 18
Branch: ןיעה שאר, Total Time: 41, Total orders: 2, Average Time: 20.5
Branch: ןויצ תרשבמ, Total Time: 11, Total orders: 1, Average Time: 11
Branch: טהר, Total Time: 82, Total orders: 6, Average Time: 13.666666666666666
Branch: הנבי, Total Time: 73, Total orders: 3, Average Time: 24.333333333333332
Branch: הירבט, Total Time: 58, Total orders: 5, Average Time: 11.6
Branch: תומר - םילשורי, Total Time: 77, Total orders: 5, Average Time: 15.4
Branch: ןאש תיב, Total Time: 78, Total orders: 5, Average Time: 15.6
Branch: דרע, Total Time: 21, Total orders: 2, Average Time: 10.5
Branch: דרע, Total Time: 39, Total orders: 3, Average Time: 13
Branch: לבוי תירק - םילשורי, Total Time: 42, Total orders: 4, Average Time: 10.5
Branch: חרזמ ןולוח, Total Time: 17, Total orders: 2, Average Time: 8.5
Branch: רורסיבא - עבש ראב, Total Time: 87, Total orders: 5, Average Time: 17.4
Branch: הריט, Total Time: 22, Total orders: 2, Average Time: 11
Branch: םענקי, Total Time: 46, Total orders: 3, Average Time: 15.333333333333334
Branch: םיאנומשח - ביבא לת, Total Time: 68, Total orders: 3, Average Time: 22.666666666666668
Branch: תוביטנ, Total Time: 67, Total orders: 5, Average Time: 13.4
Branch: אתא תירק, Total Time: 58, Total orders: 4, Average Time: 14.5
Branch: הירהנ, Total Time: 75, Total orders: 4, Average Time: 18.75
Branch: הקרי, Total Time: 12, Total orders: 2, Average Time: 6
Branch: הירבט, Total Time: 83, Total orders: 6, Average Time: 13.833333333333334
Branch: טפעוש - םילשורי, Total Time: 70, Total orders: 3, Average Time: 23.333333333333332
Branch: הקרי, Total Time: 18, Total orders: 3, Average Time: 6
